seg_id,orientation,line_coord,seg_idx,x0,y0,x1,y1,class
554,v,551900,3,551900,4180200,551900,4180300,local
555,v,551900,4,551900,4180300,551900,4180400,local
556,v,551900,5,551900,4180400,551900,4180500,local
557,v,551900,6,551900,4180500,551900,4180600,local
558,v,551900,7,551900,4180600,551900,4180700,local
559,v,551900,8,551900,4180700,551900,4180800,local
560,v,551900,9,551900,4180800,551900,4180900,local
561,v,551900,10,551900,4180900,551900,4181000,local
562,v,551900,11,551900,4181000,551900,4181100,local
563,v,551900,12,551900,4181100,551900,4181200,local
564,v,551900,13,551900,4181200,551900,4181300,local
565,v,551900,14,551900,4181300,551900,4181400,local
566,v,551900,15,551900,4181400,551900,4181500,local
567,v,551900,16,551900,4181500,551900,4181600,local
568,v,551900,17,551900,4181600,551900,4181700,local
569,v,551900,18,551900,4181700,551900,4181800,local
570,v,551900,19,551900,4181800,551900,4181900,local
571,v,551900,20,551900,4181900,551900,4182000,local
572,v,551900,21,551900,4182000,551900,4182100,local
573,v,551900,22,551900,4182100,551900,4182200,local
574,v,551900,23,551900,4182200,551900,4182300,local
575,v,551900,24,551900,4182300,551900,4182400,local
576,v,551900,25,551900,4182400,551900,4182500,local
577,v,551900,26,551900,4182500,551900,4182600,local
578,v,551900,27,551900,4182600,551900,4182700,local
579,v,551900,28,551900,4182700,551900,4182800,local
580,v,551900,29,551900,4182800,551900,4182900,local
581,v,552000,1,552000,4180000,552000,4180100,local
582,v,552000,2,552000,4180100,552000,4180200,local
583,v,552000,3,552000,4180200,552000,4180300,local
584,v,552000,4,552000,4180300,552000,4180400,local
585,v,552000,5,552000,4180400,552000,4180500,local
586,v,552000,6,552000,4180500,552000,4180600,local
587,v,552000,7,552000,4180600,552000,4180700,local
588,v,552000,8,552000,4180700,552000,4180800,local
589,v,552000,9,552000,4180800,552000,4180900,local
590,v,552000,10,552000,4180900,552000,4181000,local
591,v,552000,11,552000,4181000,552000,4181100,local
592,v,552000,12,552000,4181100,552000,4181200,local
593,v,552000,13,552000,4181200,552000,4181300,local
594,v,552000,14,552000,4181300,552000,4181400,local
595,v,552000,15,552000,4181400,552000,4181500,local
596,v,552000,16,552000,4181500,552000,4181600,local
597,v,552000,17,552000,4181600,552000,4181700,local
598,v,552000,18,552000,4181700,552000,4181800,local
599,v,552000,19,552000,4181800,552000,4181900,local
600,v,552000,20,552000,4181900,552000,4182000,local
601,v,552000,21,552000,4182000,552000,4182100,local
602,v,552000,22,552000,4182100,552000,4182200,local
603,v,552000,23,552000,4182200,552000,4182300,local
604,v,552000,24,552000,4182300,552000,4182400,local
605,v,552000,25,552000,4182400,552000,4182500,local
606,v,552000,26,552000,4182500,552000,4182600,local
607,v,552000,27,552000,4182600,552000,4182700,local
608,v,552000,28,552000,4182700,552000,4182800,local
609,v,552000,29,552000,4182800,552000,4182900,local
610,v,552100,1,552100,4180000,552100,4180100,collector
611,v,552100,2,552100,4180100,552100,4180200,collector
612,v,552100,3,552100,4180200,552100,4180300,collector
613,v,552100,4,552100,4180300,552100,4180400,collector
614,v,552100,5,552100,4180400,552100,4180500,collector
615,v,552100,6,552100,4180500,552100,4180600,collector
616,v,552100,7,552100,4180600,552100,4180700,collector
617,v,552100,8,552100,4180700,552100,4180800,collector
618,v,552100,9,552100,4180800,552100,4180900,collector
619,v,552100,10,552100,4180900,552100,4181000,collector
620,v,552100,11,552100,4181000,552100,4181100,collector
621,v,552100,12,552100,4181100,552100,4181200,collector
622,v,552100,13,552100,4181200,552100,4181300,collector
623,v,552100,14,552100,4181300,552100,4181400,collector
624,v,552100,15,552100,4181400,552100,4181500,collector
625,v,552100,16,552100,4181500,552100,4181600,collector
626,v,552100,17,552100,4181600,552100,4181700,collector
627,v,552100,18,552100,4181700,552100,4181800,collector
628,v,552100,19,552100,4181800,552100,4181900,collector
629,v,552100,20,552100,4181900,552100,4182000,collector
630,v,552100,21,552100,4182000,552100,4182100,collector
631,v,552100,22,552100,4182100,552100,4182200,collector
632,v,552100,23,552100,4182200,552100,4182300,collector
633,v,552100,24,552100,4182300,552100,4182400,collector
634,v,552100,25,552100,4182400,552100,4182500,collector
635,v,552100,26,552100,4182500,552100,4182600,collector
636,v,552100,27,552100,4182600,552100,4182700,collector
637,v,552100,28,552100,4182700,552100,4182800,collector
638,v,552100,29,552100,4182800,552100,4182900,collector
639,v,552200,1,552200,4180000,552200,4180100,local
640,v,552200,2,552200,4180100,552200,4180200,local
641,v,552200,3,552200,4180200,552200,4180300,local
642,v,552200,4,552200,4180300,552200,4180400,local
643,v,552200,5,552200,4180400,552200,4180500,local
644,v,552200,6,552200,4180500,552200,4180600,local
645,v,552200,7,552200,4180600,552200,4180700,local
646,v,552200,8,552200,4180700,552200,4180800,local
647,v,552200,9,552200,4180800,552200,4180900,local
648,v,552200,10,552200,4180900,552200,4181000,local
649,v,552200,11,552200,4181000,552200,4181100,local
650,v,552200,12,552200,4181100,552200,4181200,local
651,v,552200,13,552200,4181200,552200,4181300,local
652,v,552200,14,552200,4181300,552200,4181400,local
653,v,552200,15,552200,4181400,552200,4181500,local
654,v,552200,16,552200,4181500,552200,4181600,local
655,v,552200,17,552200,4181600,552200,4181700,local
656,v,552200,18,552200,4181700,552200,4181800,local
657,v,552200,19,552200,4181800,552200,4181900,local
658,v,552200,20,552200,4181900,552200,4182000,local
659,v,552200,21,552200,4182000,552200,4182100,local
660,v,552200,22,552200,4182100,552200,4182200,local
661,v,552200,23,552200,4182200,552200,4182300,local
662,v,552200,24,552200,4182300,552200,4182400,local
663,v,552200,25,552200,4182400,552200,4182500,local
664,v,552200,26,552200,4182500,552200,4182600,local
665,v,552200,27,552200,4182600,552200,4182700,local
666,v,552200,28,552200,4182700,552200,4182800,local
667,v,552200,29,552200,4182800,552200,4182900,local
668,v,552300,1,552300,4180000,552300,4180100,local
669,v,552300,2,552300,4180100,552300,4180200,local
670,v,552300,3,552300,4180200,552300,4180300,local
671,v,552300,4,552300,4180300,552300,4180400,local
672,v,552300,5,552300,4180400,552300,4180500,local
673,v,552300,6,552300,4180500,552300,4180600,local
674,v,552300,7,552300,4180600,552300,4180700,local
675,v,552300,8,552300,4180700,552300,4180800,local
676,v,552300,9,552300,4180800,552300,4180900,local
677,v,552300,10,552300,4180900,552300,4181000,local
678,v,552300,11,552300,4181000,552300,4181100,local
679,v,552300,12,552300,4181100,552300,4181200,local
680,v,552300,13,552300,4181200,552300,4181300,local
681,v,552300,14,552300,4181300,552300,4181400,local
682,v,552300,15,552300,4181400,552300,4181500,local
683,v,552300,16,552300,4181500,552300,4181600,local
684,v,552300,17,552300,4181600,552300,4181700,local
685,v,552300,18,552300,4181700,552300,4181800,local
686,v,552300,19,552300,4181800,552300,4181900,local
687,v,552300,20,552300,4181900,552300,4182000,local
688,v,552300,21,552300,4182000,552300,4182100,local
689,v,552300,22,552300,4182100,552300,4182200,local
690,v,552300,23,552300,4182200,552300,4182300,local
691,v,552300,24,552300,4182300,552300,4182400,local
692,v,552300,25,552300,4182400,552300,4182500,local
693,v,552300,26,552300,4182500,552300,4182600,local
694,v,552300,27,552300,4182600,552300,4182700,local
695,v,552300,28,552300,4182700,552300,4182800,local
696,v,552300,29,552300,4182800,552300,4182900,local
697,v,552400,1,552400,4180000,552400,4180100,local
698,v,552400,2,552400,4180100,552400,4180200,local
699,v,552400,3,552400,4180200,552400,4180300,local
700,v,552400,4,552400,4180300,552400,4180400,local
701,v,552400,5,552400,4180400,552400,4180500,local
702,v,552400,6,552400,4180500,552400,4180600,local
703,v,552400,7,552400,4180600,552400,4180700,local
704,v,552400,8,552400,4180700,552400,4180800,local
705,v,552400,9,552400,4180800,552400,4180900,local
706,v,552400,10,552400,4180900,552400,4181000,local
707,v,552400,11,552400,4181000,552400,4181100,local
708,v,552400,12,552400,4181100,552400,4181200,local
709,v,552400,13,552400,4181200,552400,4181300,local
710,v,552400,14,552400,4181300,552400,4181400,local
711,v,552400,15,552400,4181400,552400,4181500,local
712,v,552400,16,552400,4181500,552400,4181600,local
713,v,552400,17,552400,4181600,552400,4181700,local
714,v,552400,18,552400,4181700,552400,4181800,local
715,v,552400,19,552400,4181800,552400,4181900,local
716,v,552400,20,552400,4181900,552400,4182000,local
717,v,552400,21,552400,4182000,552400,4182100,local
718,v,552400,22,552400,4182100,552400,4182200,local
719,v,552400,23,552400,4182200,552400,4182300,local
720,v,552400,24,552400,4182300,552400,4182400,local
721,v,552400,25,552400,4182400,552400,4182500,local
722,v,552400,26,552400,4182500,552400,4182600,local
723,v,552400,27,552400,4182600,552400,4182700,local
724,v,552400,28,552400,4182700,552400,4182800,local
725,v,552400,29,552400,4182800,552400,4182900,local
726,v,552500,1,552500,4180000,552500,4180100,local
727,v,552500,2,552500,4180100,552500,4180200,local
728,v,552500,3,552500,4180200,552500,4180300,local
729,v,552500,4,552500,4180300,552500,4180400,local
730,v,552500,5,552500,4180400,552500,4180500,local
731,v,552500,6,552500,4180500,552500,4180600,local
732,v,552500,7,552500,4180600,552500,4180700,local
733,v,552500,8,552500,4180700,552500,4180800,local
734,v,552500,9,552500,4180800,552500,4180900,local
735,v,552500,10,552500,4180900,552500,4181000,local
736,v,552500,11,552500,4181000,552500,4181100,local
737,v,552500,12,552500,4181100,552500,4181200,local
738,v,552500,13,552500,4181200,552500,4181300,local
739,v,552500,14,552500,4181300,552500,4181400,local
740,v,552500,15,552500,4181400,552500,4181500,local
741,v,552500,16,552500,4181500,552500,4181600,local
742,v,552500,17,552500,4181600,552500,4181700,local
743,v,552500,18,552500,4181700,552500,4181800,local
744,v,552500,19,552500,4181800,552500,4181900,local
745,v,552500,20,552500,4181900,552500,4182000,local
746,v,552500,21,552500,4182000,552500,4182100,local
747,v,552500,22,552500,4182100,552500,4182200,local
748,v,552500,23,552500,4182200,552500,4182300,local
749,v,552500,24,552500,4182300,552500,4182400,local
750,v,552500,25,552500,4182400,552500,4182500,local
751,v,552500,26,552500,4182500,552500,4182600,local
752,v,552500,27,552500,4182600,552500,4182700,local
753,v,552500,28,552500,4182700,552500,4182800,local
754,v,552500,29,552500,4182800,552500,4182900,local
755,v,552600,1,552600,4180000,552600,4180100,local
756,v,552600,2,552600,4180100,552600,4180200,local
757,v,552600,3,552600,4180200,552600,4180300,local
758,v,552600,4,552600,4180300,552600,4180400,local
759,v,552600,5,552600,4180400,552600,4180500,local
760,v,552600,6,552600,4180500,552600,4180600,local
761,v,552600,7,552600,4180600,552600,4180700,local
762,v,552600,8,552600,4180700,552600,4180800,local
763,v,552600,9,552600,4180800,552600,4180900,local
764,v,552600,10,552600,4180900,552600,4181000,local
765,v,552600,11,552600,4181000,552600,4181100,local
766,v,552600,12,552600,4181100,552600,4181200,local
767,v,552600,13,552600,4181200,552600,4181300,local
768,v,552600,14,552600,4181300,552600,4181400,local
769,v,552600,15,552600,4181400,552600,4181500,local
770,v,552600,16,552600,4181500,552600,4181600,local
771,v,552600,17,552600,4181600,552600,4181700,local
772,v,552600,18,552600,4181700,552600,4181800,local
773,v,552600,19,552600,4181800,552600,4181900,local
774,v,552600,20,552600,4181900,552600,4182000,local
775,v,552600,21,552600,4182000,552600,4182100,local
776,v,552600,22,552600,4182100,552600,4182200,local
777,v,552600,23,552600,4182200,552600,4182300,local
778,v,552600,24,552600,4182300,552600,4182400,local
779,v,552600,25,552600,4182400,552600,4182500,local
780,v,552600,26,552600,4182500,552600,4182600,local
781,v,552600,27,552600,4182600,552600,4182700,local
782,v,552600,28,552600,4182700,552600,4182800,local
783,v,552600,29,552600,4182800,552600,4182900,local
784,v,552700,1,552700,4180000,552700,4180100,local
785,v,552700,2,552700,4180100,552700,4180200,local
786,v,552700,3,552700,4180200,552700,4180300,local
787,v,552700,4,552700,4180300,552700,4180400,local
788,v,552700,5,552700,4180400,552700,4180500,local
789,v,552700,6,552700,4180500,552700,4180600,local
790,v,552700,7,552700,4180600,552700,4180700,local
791,v,552700,8,552700,4180700,552700,4180800,local
792,v,552700,9,552700,4180800,552700,4180900,local
793,v,552700,10,552700,4180900,552700,4181000,local
794,v,552700,11,552700,4181000,552700,4181100,local
795,v,552700,12,552700,4181100,552700,4181200,local
796,v,552700,13,552700,4181200,552700,4181300,local
797,v,552700,14,552700,4181300,552700,4181400,local
798,v,552700,15,552700,4181400,552700,4181500,local
799,v,552700,16,552700,4181500,552700,4181600,local
800,v,552700,17,552700,4181600,552700,4181700,local
801,v,552700,18,552700,4181700,552700,4181800,local
802,v,552700,19,552700,4181800,552700,4181900,local
803,v,552700,20,552700,4181900,552700,4182000,local
804,v,552700,21,552700,4182000,552700,4182100,local
805,v,552700,22,552700,4182100,552700,4182200,local
806,v,552700,23,552700,4182200,552700,4182300,local
807,v,552700,24,552700,4182300,552700,4182400,local
808,v,552700,25,552700,4182400,552700,4182500,local
809,v,552700,26,552700,4182500,552700,4182600,local
810,v,552700,27,552700,4182600,552700,4182700,local
811,v,552700,28,552700,4182700,552700,4182800,local
812,v,552700,29,552700,4182800,552700,4182900,local
813,v,552800,1,552800,4180000,552800,4180100,local
814,v,552800,2,552800,4180100,552800,4180200,local
815,v,552800,3,552800,4180200,552800,4180300,local
816,v,552800,4,552800,4180300,552800,4180400,local
817,v,552800,5,552800,4180400,552800,4180500,local
818,v,552800,6,552800,4180500,552800,4180600,local
819,v,552800,7,552800,4180600,552800,4180700,local
820,v,552800,8,552800,4180700,552800,4180800,local
821,v,552800,9,552800,4180800,552800,4180900,local
822,v,552800,10,552800,4180900,552800,4181000,local
823,v,552800,11,552800,4181000,552800,4181100,local
824,v,552800,12,552800,4181100,552800,4181200,local
825,v,552800,13,552800,4181200,552800,4181300,local
826,v,552800,14,552800,4181300,552800,4181400,local
827,v,552800,15,552800,4181400,552800,4181500,local
828,v,552800,16,552800,4181500,552800,4181600,local
829,v,552800,17,552800,4181600,552800,4181700,local
830,v,552800,18,552800,4181700,552800,4181800,local
831,v,552800,19,552800,4181800,552800,4181900,local
832,v,552800,20,552800,4181900,552800,4182000,local
833,v,552800,21,552800,4182000,552800,4182100,local
834,v,552800,22,552800,4182100,552800,4182200,local
835,v,552800,23,552800,4182200,552800,4182300,local
836,v,552800,24,552800,4182300,552800,4182400,local
837,v,552800,25,552800,4182400,552800,4182500,local
838,v,552800,26,552800,4182500,552800,4182600,local
839,v,552800,27,552800,4182600,552800,4182700,local
840,v,552800,28,552800,4182700,552800,4182800,local
841,v,552800,29,552800,4182800,552800,4182900,local
842,v,552900,1,552900,4180000,552900,4180100,local
843,v,552900,2,552900,4180100,552900,4180200,local
844,v,552900,3,552900,4180200,552900,4180300,local
845,v,552900,4,552900,4180300,552900,4180400,local
846,v,552900,5,552900,4180400,552900,4180500,local
847,v,552900,6,552900,4180500,552900,4180600,local
848,v,552900,7,552900,4180600,552900,4180700,local
849,v,552900,8,552900,4180700,552900,4180800,local
850,v,552900,9,552900,4180800,552900,4180900,local
851,v,552900,10,552900,4180900,552900,4181000,local
852,v,552900,11,552900,4181000,552900,4181100,local
853,v,552900,12,552900,4181100,552900,4181200,local
854,v,552900,13,552900,4181200,552900,4181300,local
855,v,552900,14,552900,4181300,552900,4181400,local
856,v,552900,15,552900,4181400,552900,4181500,local
857,v,552900,16,552900,4181500,552900,4181600,local
858,v,552900,17,552900,4181600,552900,4181700,local
859,v,552900,18,552900,4181700,552900,4181800,local
860,v,552900,19,552900,4181800,552900,4181900,local
861,v,552900,20,552900,4181900,552900,4182000,local
862,v,552900,21,552900,4182000,552900,4182100,local
863,v,552900,22,552900,4182100,552900,4182200,local
864,v,552900,23,552900,4182200,552900,4182300,local
865,v,552900,24,552900,4182300,552900,4182400,local
866,v,552900,25,552900,4182400,552900,4182500,local
867,v,552900,26,552900,4182500,552900,4182600,local
868,v,552900,27,552900,4182600,552900,4182700,local
869,v,552900,28,552900,4182700,552900,4182800,local
870,v,552900,29,552900,4182800,552900,4182900,local
871,h,4180000,1,550000,4180000,550100,4180000,local
872,h,4180000,2,550100,4180000,550200,4180000,local
873,h,4180000,3,550200,4180000,550300,4180000,local
874,h,4180000,4,550300,4180000,550400,4180000,local
875,h,4180000,5,550400,4180000,550500,4180000,local
876,h,4180000,6,550500,4180000,550600,4180000,local
877,h,4180000,7,550600,4180000,550700,4180000,local
878,h,4180000,8,550700,4180000,550800,4180000,local
879,h,4180000,9,550800,4180000,550900,4180000,local
880,h,4180000,10,550900,4180000,551000,4180000,local
881,h,4180000,11,551000,4180000,551100,4180000,local
882,h,4180000,12,551100,4180000,551200,4180000,local
883,h,4180000,13,551200,4180000,551300,4180000,local
884,h,4180000,14,551300,4180000,551400,4180000,local
885,h,4180000,15,551400,4180000,551500,4180000,local
886,h,4180000,16,551500,4180000,551600,4180000,local
887,h,4180000,17,551600,4180000,551700,4180000,local
888,h,4180000,18,551700,4180000,551800,4180000,local
889,h,4180000,19,551800,4180000,551900,4180000,local
890,h,4180000,20,551900,4180000,552000,4180000,local
891,h,4180000,21,552000,4180000,552100,4180000,local
892,h,4180000,22,552100,4180000,552200,4180000,local
893,h,4180000,23,552200,4180000,552300,4180000,local
894,h,4180000,24,552300,4180000,552400,4180000,local
895,h,4180000,25,552400,4180000,552500,4180000,local
896,h,4180000,26,552500,4180000,552600,4180000,local
897,h,4180000,27,552600,4180000,552700,4180000,local
898,h,4180000,28,552700,4180000,552800,4180000,local
899,h,4180000,29,552800,4180000,552900,4180000,local
900,h,4180100,1,550000,4180100,550100,4180100,local
901,h,4180100,2,550100,4180100,550200,4180100,local
902,h,4180100,3,550200,4180100,550300,4180100,local
903,h,4180100,4,550300,4180100,550400,4180100,local
904,h,4180100,5,550400,4180100,550500,4180100,local
905,h,4180100,6,550500,4180100,550600,4180100,local
906,h,4180100,7,550600,4180100,550700,4180100,local
907,h,4180100,8,550700,4180100,550800,4180100,local
908,h,4180100,9,550800,4180100,550900,4180100,local
909,h,4180100,10,550900,4180100,551000,4180100,local
910,h,4180100,11,551000,4180100,551100,4180100,local
911,h,4180100,12,551100,4180100,551200,4180100,local
912,h,4180100,13,551200,4180100,551300,4180100,local
913,h,4180100,14,551300,4180100,551400,4180100,local
914,h,4180100,15,551400,4180100,551500,4180100,local
915,h,4180100,16,551500,4180100,551600,4180100,local
916,h,4180100,17,551600,4180100,551700,4180100,local
917,h,4180100,18,551700,4180100,551800,4180100,local
918,h,4180100,19,551800,4180100,551900,4180100,local
919,h,4180100,20,551900,4180100,552000,4180100,local
920,h,4180100,21,552000,4180100,552100,4180100,local
921,h,4180100,22,552100,4180100,552200,4180100,local
922,h,4180100,23,552200,4180100,552300,4180100,local
923,h,4180100,24,552300,4180100,552400,4180100,local
924,h,4180100,25,552400,4180100,552500,4180100,local
925,h,4180100,26,552500,4180100,552600,4180100,local
926,h,4180100,27,552600,4180100,552700,4180100,local
927,h,4180100,28,552700,4180100,552800,4180100,local
928,h,4180100,29,552800,4180100,552900,4180100,local
929,h,4180200,1,550000,4180200,550100,4180200,local
930,h,4180200,2,550100,4180200,550200,4180200,local
931,h,4180200,3,550200,4180200,550300,4180200,local
932,h,4180200,4,550300,4180200,550400,4180200,local
933,h,4180200,5,550400,4180200,550500,4180200,local
934,h,4180200,6,550500,4180200,550600,4180200,local
935,h,4180200,7,550600,4180200,550700,4180200,local
936,h,4180200,8,550700,4180200,550800,4180200,local
937,h,4180200,9,550800,4180200,550900,4180200,local
938,h,4180200,10,550900,4180200,551000,4180200,local
939,h,4180200,11,551000,4180200,551100,4180200,local
940,h,4180200,12,551100,4180200,551200,4180200,local
941,h,4180200,13,551200,4180200,551300,4180200,local
942,h,4180200,14,551300,4180200,551400,4180200,local
943,h,4180200,15,551400,4180200,551500,4180200,local
944,h,4180200,16,551500,4180200,551600,4180200,local
945,h,4180200,17,551600,4180200,551700,4180200,local
946,h,4180200,18,551700,4180200,551800,4180200,local
947,h,4180200,19,551800,4180200,551900,4180200,local
948,h,4180200,20,551900,4180200,552000,4180200,local
949,h,4180200,21,552000,4180200,552100,4180200,local
950,h,4180200,22,552100,4180200,552200,4180200,local
951,h,4180200,23,552200,4180200,552300,4180200,local
952,h,4180200,24,552300,4180200,552400,4180200,local
953,h,4180200,25,552400,4180200,552500,4180200,local
954,h,4180200,26,552500,4180200,552600,4180200,local
955,h,4180200,27,552600,4180200,552700,4180200,local
956,h,4180200,28,552700,4180200,552800,4180200,local
957,h,4180200,29,552800,4180200,552900,4180200,local
958,h,4180300,1,550000,4180300,550100,4180300,collector
959,h,4180300,2,550100,4180300,550200,4180300,collector
960,h,4180300,3,550200,4180300,550300,4180300,collector
961,h,4180300,4,550300,4180300,550400,4180300,collector
962,h,4180300,5,550400,4180300,550500,4180300,collector
963,h,4180300,6,550500,4180300,550600,4180300,collector
964,h,4180300,7,550600,4180300,550700,4180300,collector
965,h,4180300,8,550700,4180300,550800,4180300,collector
966,h,4180300,9,550800,4180300,550900,4180300,collector
967,h,4180300,10,550900,4180300,551000,4180300,collector
968,h,4180300,11,551000,4180300,551100,4180300,collector
969,h,4180300,12,551100,4180300,551200,4180300,collector
970,h,4180300,13,551200,4180300,551300,4180300,collector
971,h,4180300,14,551300,4180300,551400,4180300,collector
972,h,4180300,15,551400,4180300,551500,4180300,collector
973,h,4180300,16,551500,4180300,551600,4180300,collector
974,h,4180300,17,551600,4180300,551700,4180300,collector
975,h,4180300,18,551700,4180300,551800,4180300,collector
976,h,4180300,19,551800,4180300,551900,4180300,collector
977,h,4180300,20,551900,4180300,552000,4180300,collector
978,h,4180300,21,552000,4180300,552100,4180300,collector
979,h,4180300,22,552100,4180300,552200,4180300,collector
980,h,4180300,23,552200,4180300,552300,4180300,collector
981,h,4180300,24,552300,4180300,552400,4180300,collector
982,h,4180300,25,552400,4180300,552500,4180300,collector
983,h,4180300,26,552500,4180300,552600,4180300,collector
984,h,4180300,27,552600,4180300,552700,4180300,collector
985,h,4180300,28,552700,4180300,552800,4180300,collector
986,h,4180300,29,552800,4180300,552900,4180300,collector
987,h,4180400,1,550000,4180400,550100,4180400,local
988,h,4180400,2,550100,4180400,550200,4180400,local
989,h,4180400,3,550200,4180400,550300,4180400,local
990,h,4180400,4,550300,4180400,550400,4180400,local
991,h,4180400,5,550400,4180400,550500,4180400,local
992,h,4180400,6,550500,4180400,550600,4180400,local
993,h,4180400,7,550600,4180400,550700,4180400,local
994,h,4180400,8,550700,4180400,550800,4180400,local
995,h,4180400,9,550800,4180400,550900,4180400,local
996,h,4180400,10,550900,4180400,551000,4180400,local
997,h,4180400,11,551000,4180400,551100,4180400,local
998,h,4180400,12,551100,4180400,551200,4180400,local
999,h,4180400,13,551200,4180400,551300,4180400,local
1000,h,4180400,14,551300,4180400,551400,4180400,local
1001,h,4180400,15,551400,4180400,551500,4180400,local
1002,h,4180400,16,551500,4180400,551600,4180400,local
1003,h,4180400,17,551600,4180400,551700,4180400,local
1004,h,4180400,18,551700,4180400,551800,4180400,local
1005,h,4180400,19,551800,4180400,551900,4180400,local
1006,h,4180400,20,551900,4180400,552000,4180400,local
1007,h,4180400,21,552000,4180400,552100,4180400,local
1008,h,4180400,22,552100,4180400,552200,4180400,local
1009,h,4180400,23,552200,4180400,552300,4180400,local
1010,h,4180400,24,552300,4180400,552400,4180400,local
1011,h,4180400,25,552400,4180400,552500,4180400,local
1012,h,4180400,26,552500,4180400,552600,4180400,local
1013,h,4180400,27,552600,4180400,552700,4180400,local
1014,h,4180400,28,552700,4180400,552800,4180400,local
1015,h,4180400,29,552800,4180400,552900,4180400,local
1016,h,4180500,1,550000,4180500,550100,4180500,local
1017,h,4180500,2,550100,4180500,550200,4180500,local
1018,h,4180500,3,550200,4180500,550300,4180500,local
1019,h,4180500,4,550300,4180500,550400,4180500,local
1020,h,4180500,5,550400,4180500,550500,4180500,local
1021,h,4180500,6,550500,4180500,550600,4180500,local
1022,h,4180500,7,550600,4180500,550700,4180500,local
1023,h,4180500,8,550700,4180500,550800,4180500,local
1024,h,4180500,9,550800,4180500,550900,4180500,local
1025,h,4180500,10,550900,4180500,551000,4180500,local
1026,h,4180500,11,551000,4180500,551100,4180500,local
1027,h,4180500,12,551100,4180500,551200,4180500,local
1028,h,4180500,13,551200,4180500,551300,4180500,local
1029,h,4180500,14,551300,4180500,551400,4180500,local
1030,h,4180500,15,551400,4180500,551500,4180500,local
1031,h,4180500,16,551500,4180500,551600,4180500,local
1032,h,4180500,17,551600,4180500,551700,4180500,local
1033,h,4180500,18,551700,4180500,551800,4180500,local
1034,h,4180500,19,551800,4180500,551900,4180500,local
1035,h,4180500,20,551900,4180500,552000,4180500,local
1036,h,4180500,21,552000,4180500,552100,4180500,local
1037,h,4180500,22,552100,4180500,552200,4180500,local
1038,h,4180500,23,552200,4180500,552300,4180500,local
1039,h,4180500,24,552300,4180500,552400,4180500,local
1040,h,4180500,25,552400,4180500,552500,4180500,local
1041,h,4180500,26,552500,4180500,552600,4180500,local
1042,h,4180500,27,552600,4180500,552700,4180500,local
1043,h,4180500,28,552700,4180500,552800,4180500,local
1044,h,4180500,29,552800,4180500,552900,4180500,local
1045,h,4180600,1,550000,4180600,550100,4180600,local
1046,h,4180600,2,550100,4180600,550200,4180600,local
1047,h,4180600,3,550200,4180600,550300,4180600,local
1048,h,4180600,4,550300,4180600,550400,4180600,local
1049,h,4180600,5,550400,4180600,550500,4180600,local
1050,h,4180600,6,550500,4180600,550600,4180600,local
1051,h,4180600,7,550600,4180600,550700,4180600,local
1052,h,4180600,8,550700,4180600,550800,4180600,local
1053,h,4180600,9,550800,4180600,550900,4180600,local
1054,h,4180600,10,550900,4180600,551000,4180600,local
1055,h,4180600,11,551000,4180600,551100,4180600,local
1056,h,4180600,12,551100,4180600,551200,4180600,local
1057,h,4180600,13,551200,4180600,551300,4180600,local
1058,h,4180600,14,551300,4180600,551400,4180600,local
1059,h,4180600,15,551400,4180600,551500,4180600,local
1060,h,4180600,16,551500,4180600,551600,4180600,local
1061,h,4180600,17,551600,4180600,551700,4180600,local
1062,h,4180600,18,551700,4180600,551800,4180600,local
1063,h,4180600,19,551800,4180600,551900,4180600,local
1064,h,4180600,20,551900,4180600,552000,4180600,local
1065,h,4180600,21,552000,4180600,552100,4180600,local
1066,h,4180600,22,552100,4180600,552200,4180600,local
1067,h,4180600,23,552200,4180600,552300,4180600,local
1068,h,4180600,24,552300,4180600,552400,4180600,local
1069,h,4180600,25,552400,4180600,552500,4180600,local
1070,h,4180600,26,552500,4180600,552600,4180600,local
1071,h,4180600,27,552600,4180600,552700,4180600,local
1072,h,4180600,28,552700,4180600,552800,4180600,local
1073,h,4180600,29,552800,4180600,552900,4180600,local
1074,h,4180700,1,550000,4180700,550100,4180700,arterial
1075,h,4180700,2,550100,4180700,550200,4180700,arterial
1076,h,4180700,3,550200,4180700,550300,4180700,arterial
1077,h,4180700,4,550300,4180700,550400,4180700,arterial
1078,h,4180700,5,550400,4180700,550500,4180700,arterial
1079,h,4180700,6,550500,4180700,550600,4180700,arterial
1080,h,4180700,7,550600,4180700,550700,4180700,arterial
1081,h,4180700,8,550700,4180700,550800,4180700,arterial
1082,h,4180700,9,550800,4180700,550900,4180700,arterial
1083,h,4180700,10,550900,4180700,551000,4180700,arterial
1084,h,4180700,11,551000,4180700,551100,4180700,arterial
1085,h,4180700,12,551100,4180700,551200,4180700,arterial
1086,h,4180700,13,551200,4180700,551300,4180700,arterial
1087,h,4180700,14,551300,4180700,551400,4180700,arterial
1088,h,4180700,15,551400,4180700,551500,4180700,arterial
1089,h,4180700,16,551500,4180700,551600,4180700,arterial
1090,h,4180700,17,551600,4180700,551700,4180700,arterial
1091,h,4180700,18,551700,4180700,551800,4180700,arterial
1092,h,4180700,19,551800,4180700,551900,4180700,arterial
1093,h,4180700,20,551900,4180700,552000,4180700,arterial
1094,h,4180700,21,552000,4180700,552100,4180700,arterial
